survey_id,issue_question_id,original_question_id,issue_label,question_wording,question_coding,question_recoded,survey_id_main,source
cora-efc1990-E-1990-2_F1.dta,env_econ_008,q122,Approve GST,"As you may know, the federal government has proposed a seven percent tax on most goods and services, known as the """"Goods and Services Tax"""" or GST. Do you approve or disapprove of this new tax?","""""1"""" = """"Approve"""", """"2"""" = """"Disapprove"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1990-E-1990-2_F1.dta,Environics
cora-efc1990-E-1990-3_F1.dta,env_econ_008,q122,Approve GST,"As you may know, the federal government has proposed a seven percent tax on most goods and services, known as the """"Goods and Services Tax"""" or GST. Do you approve or disapprove of this new tax?","""""1"""" = """"approve"""", """"2"""" = """"disapprove"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1990-E-1990-3_F1.dta,Environics
cora-efc1990-E-1990-4_F1.dta,env_econ_008,q31,Approve GST,"As you may know, the federal government has proposed a seven percent tax on most goods and services, known as the """"Goods and Services Tax"""" or GST. Do you approve or disapprove of this new tax?","""""1"""" = """"approve"""", """"2"""" = """"disapprove"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1990-E-1990-4_F1.dta,Environics
cora-efc1991-E-1991-1_F1.dta,env_econ_008,q84,Approve GST,"As you may know, the federal government has proposed a seven percent tax on most goods and services, known as the """"Goods and Services Tax"""" or GST. Do you approve or disapprove of this new tax?","""""1"""" = """"approve"""", """"2"""" = """"disapprove"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1991-E-1991-1_F1.dta,Environics
cora-efc1991-E-1991-4_F1.dta,env_econ_008,q45,Approve GST,"As you may know, the federal government has proposed a seven percent tax on most goods and services, known as the """"Goods and Services Tax"""" or GST. Do you approve or disapprove of this new tax?","""""1"""" = """"Approve"""", """"2"""" = """"Disapprove"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1991-E-1991-4_F1.dta,Environics
cora-efc1992-E-1992-4_F1.dta,env_econ_008,q73,Approve GST,"As you may know, the federal government has proposed a seven percent tax on most goods and services, known as the """"Goods and Services Tax"""" or GST. Do you approve or disapprove of this new tax?","""""1"""" = """"approve"""", """"2"""" = """"disapprove"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1992-E-1992-4_F1.dta,Environics
cora-efc1993-E-1993-4_F1.dta,env_econ_008,q40,Approve GST,"As you may know, the federal government has proposed a seven percent tax on most goods and services, known as the """"Goods and Services Tax"""" or GST. Do you approve or disapprove of this new tax?","""""1"""" = """"Approve"""", """"2"""" = """"Disapprove"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1993-E-1993-4_F1.dta,Environics
cora-efc1982-E-1982-1_F1.dta,env_econ_009,q7n4,Ban door-to-door salesmen,Would you support or oppose: a law banning door to door salesmen,"""""0"""" = """"no response"""", """"1"""" = """"Would support"""", """"2"""" = """"Would oppose"""", """"9"""" = """"Don't know""""",0=9999; 1=1; 2=0; 9=9999  [0/1],cora-efc1982-E-1982-1_F1.dta,Environics
cora-efc1982-E-1982-1_F1.dta,env_econ_010,q7n1,Ban private cars downtown,Would you support or oppose: a law banning private cars in the downtown area of larger cities,"""""0"""" = """"no response"""", """"1"""" = """"Would support"""", """"2"""" = """"Would oppose"""", """"9"""" = """"Don't know""""",0=9999; 1=1; 2=0; 9=9999  [0/1],cora-efc1982-E-1982-1_F1.dta,Environics
cora-efc1982-E-1982-1_F1.dta,env_econ_011,q7n5,Ban unrequested deliveries,Would you support or oppose: a law banning delivery of unrequested,"""""0"""" = """"no response"""", """"1"""" = """"Would support"""", """"2"""" = """"Would oppose"""", """"9"""" = """"Don't know""""",0=9999; 1=1; 2=0; 9=9999  [0/1],cora-efc1982-E-1982-1_F1.dta,Environics
cora-efc1990-E-1990-4_F1.dta,env_econ_012,q9,Better off than parents,"Let's continue with some questions on the economy Financially speaking, do you feel that you are better off, worse off or about the same as your parents were at your age?","""""1"""" = """"Better off"""", """"2"""" = """"Worse off"""", """"3"""" = """"About the same"""", """"4"""" = """"DK/NA""""",1=1; 2=-1; 3=0; 4=9999; 99=9999  [-1/0/1],cora-efc1990-E-1990-4_F1.dta,Environics
cora-efc1996-E-1996-1_F1.dta,env_econ_012,q8,Better off than parents,"Let's continue with some questions on the economy Financially speaking, do you feel that you are better off, worse off or about the same as your parents were at your age?","""""1"""" = """"Better off"""", """"2"""" = """"Worse off"""", """"3"""" = """"Same"""", """"4"""" = """"DK/NA""""",1=1; 2=-1; 3=0; 4=9999; 99=9999  [-1/0/1],cora-efc1996-E-1996-1_F1.dta,Environics
cora-efc2012-E-2012_F1.dta,env_econ_012,Q6,Better off than parents,"Let's continue with some questions on the economy Financially speaking, do you feel that you are better off, worse off or about the same as your parents were at your age?","""""1"""" = """"Better off"""", """"2"""" = """"Worse off"""", """"3"""" = """"About the same"""", """"99"""" = """"DK/NA""""",1=1; 2=-1; 3=0; 4=9999; 99=9999  [-1/0/1],cora-efc2012-E-2012_F1.dta,Environics
cora-efc1979-E-1979-1_F1.dta,env_econ_013,q5c,Big corps cause rising prices,"Now, some opinions about large companies. Please tell me whether you agree strongly, agree somewhat, disagree somewhat or disagree strongly with each of the following statement: Big corporations are largely responsible for rising prices.","""""0"""" = """"no response"""", """"1"""" = """"agree strongly"""", """"2"""" = """"agree somewhat"""", """"3"""" = """"disagree somewhat"""", """"4"""" = """"disagree strongly"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1979-E-1979-1_F1.dta,Environics
cora-efc1979-E-1979-1_F1.dta,env_econ_014,q5i,Big corps cause unemployment,"Now, some opinions about large companies. Please tell me whether you agree strongly, agree somewhat, disagree somewhat or disagree strongly with each of the following statement: Big corporations are largely responsible for unemployment.","""""0"""" = """"no response"""", """"1"""" = """"agree strongly"""", """"2"""" = """"agree somewhat"""", """"3"""" = """"disagree somewhat"""", """"4"""" = """"disagree strongly"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1979-E-1979-1_F1.dta,Environics
cora-efc1979-E-1979-1_F1.dta,env_econ_015,q5b,Big cos grown too powerful,"Now, some opinions about large companies. Please tell me whether you agree strongly, agree somewhat, disagree somewhat or disagree strongly with each of the following statement: Certain large companies have grown too big and powerful for the good of the country.","""""0"""" = """"no response"""", """"1"""" = """"agree strongly"""", """"2"""" = """"agree somewhat"""", """"3"""" = """"disagree somewhat"""", """"4"""" = """"disagree strongly"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1979-E-1979-1_F1.dta,Environics
cora-efc1987-E-1987-3_F1.dta,env_econ_015,q16a,Big cos grown too powerful,"Now, some opinions about large companies. Please tell me whether you agree strongly, agree somewhat, disagree somewhat or disagree strongly with each of the following statement: Certain large companies have grown too big and powerful for the good of the country.","""""1"""" = """"strongly agree"""", """"2"""" = """"somewhat agree"""", """"3"""" = """"somewhat disagree"""", """"4"""" = """"strongly disagree"""", """"5"""" = """"dk/na""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1987-E-1987-3_F1.dta,Environics
cora-efc1978-E-1978-5_F1.dta,env_econ_016,q19a,Business leaders: self-seeking,Descriptions of Canadian business leaders: Self-seeking,"""""0"""" = """"refuse"""", """"1"""" = """"yes"""", """"2"""" = """"no"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1978-E-1978-5_F1.dta,Environics
cora-efc1979-E-1979-5_F1.dta,env_econ_016,q24,Business leaders: self-seeking,Descriptions of Canadian business leaders: Self-seeking,"""""0"""" = """"no answer"""", """"1"""" = """"Basically sound"""", """"2"""" = """"Basically sound but needs some improvements"""", """"3"""" = """"Not too sound, needs many improvements"""", """"4"""" = """"Basically unsound, needs fundamental overhauling"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1979-E-1979-5_F1.dta,Environics
cora-efc1979-E-1979-1_F1.dta,env_econ_017,q5d,Business overpackaging costs,"Now, some opinions about large companies. Please tell me whether you agree strongly, agree somewhat, disagree somewhat or disagree strongly with each of the following statement: Business adds unnecessary costs to consumer goods through overpackaging.","""""0"""" = """"no response"""", """"1"""" = """"agree strongly"""", """"2"""" = """"agree somewhat"""", """"3"""" = """"disagree somewhat"""", """"4"""" = """"disagree strongly"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1979-E-1979-1_F1.dta,Environics
cora-efc2004-E-2004-1_F1.dta,env_econ_018,q12,Business regulation too much,"Overall, do you feel the amount of government regulation of business in Canada today is...?","""""1"""" = """"Too much"""", """"2"""" = """"Too little, or"""", """"3"""" = """"About right"""", """"4"""" = """"Depends"""", """"99"""" = """"DK/NA""""",1=-1; 2=1; 3=0; 4=9999; 9=9999; 99=9999  [-1/0/1],cora-efc2004-E-2004-1_F1.dta,Environics
cora-efc2006-E-2006-4_F1.dta,env_econ_018,q11,Business regulation too much,"Overall, do you feel the amount of government regulation of business in Canada today is...?","""""1"""" = """"Too much"""", """"2"""" = """"Too little"""", """"3"""" = """"About right"""", """"4"""" = """"Depends"""", """"9"""" = """"DK/NA""""",1=-1; 2=1; 3=0; 4=9999; 9=9999; 99=9999  [-1/0/1],cora-efc2006-E-2006-4_F1.dta,Environics
cora-efc2009-E-2009-1_F1.dta,env_econ_018,q11,Business regulation too much,"Overall, do you feel the amount of government regulation of business in Canada today is...?","""""1"""" = """"Too much"""", """"2"""" = """"Too little, or"""", """"3"""" = """"About right"""", """"4"""" = """"Depends"""", """"9"""" = """"DK/NA""""",1=-1; 2=1; 3=0; 4=9999; 9=9999; 99=9999  [-1/0/1],cora-efc2009-E-2009-1_F1.dta,Environics
cora-efc2011-E-2011_F1.dta,env_econ_018,Q16,Business regulation too much,"Overall, do you feel the amount of government regulation of business in Canada today is...?","""""1"""" = """"Too much"""", """"2"""" = """"Too little, or"""", """"3"""" = """"About right"""", """"4"""" = """"Depends"""", """"99"""" = """"DK/NA""""",1=-1; 2=1; 3=0; 4=9999; 9=9999; 99=9999  [-1/0/1],cora-efc2011-E-2011_F1.dta,Environics
cora-efc1986-E-1986-4_F1.dta,env_econ_019,q35e,Business too much power,Agree/disagree: Business has too much power for the good of the country,"""""1"""" = """"strongly agree"""", """"2"""" = """"somewhat agree"""", """"3"""" = """"somewhat disagree"""", """"4"""" = """"strongly disagree"""", """"9"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=0; 9=9999; 99=9999  [0/1],cora-efc1986-E-1986-4_F1.dta,Environics
cora-efc1991-E-1991-4_F1.dta,env_econ_019,q69e,Business too much power,Agree/disagree: Business has too much power for the good of the country,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"5"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=0; 9=9999; 99=9999  [0/1],cora-efc1991-E-1991-4_F1.dta,Environics
cora-efc1994-E-1994-4_F1.dta,env_econ_019,q9e,Business too much power,Agree/disagree: Business has too much power for the good of the country,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"5"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=0; 9=9999; 99=9999  [0/1],cora-efc1994-E-1994-4_F1.dta,Environics
cora-efc2011-E-2011_F1.dta,env_econ_019,Q26A,Business too much power,Agree/disagree: Business has too much power for the good of the country,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"5"""" = """"Neither agree/disagree"""", """"99"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=0; 9=9999; 99=9999  [0/1],cora-efc2011-E-2011_F1.dta,Environics
cora-efc1999-E-1999-2_F1.dta,env_econ_020,q12,Canada adopt US dollar,"Do you think it would be a very good, somewhat good, not very good or not at all a good idea for Canada to use the U.S. dollar as its currency?","""""1"""" = """"Very good"""", """"2"""" = """"Somewhat good"""", """"3"""" = """"Not very good"""", """"4"""" = """"Not at all good"""", """"5"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 99=9999  [0/1],cora-efc1999-E-1999-2_F1.dta,Environics
cora-efc2001-E-2001-4_F1.dta,env_econ_020,q34,Canada adopt US dollar,"Do you think it would be a very good, somewhat good, not very good or not at all a good idea for Canada to use the U.S. dollar as its currency?","""""1"""" = """"Very good"""", """"2"""" = """"Somewhat good"""", """"3"""" = """"Not very good"""", """"4"""" = """"Not at all good""""",1=1; 2=1; 3=0; 4=0; 5=9999; 99=9999  [0/1],cora-efc2001-E-2001-4_F1.dta,Environics
cora-efc2003-E-2003-2_F1.dta,env_econ_020,q29,Canada adopt US dollar,"Do you think it would be a very good, somewhat good, not very good or not at all a good idea for Canada to use the U.S. dollar as its currency?","""""1"""" = """"Very good"""", """"2"""" = """"Somewhat good"""", """"3"""" = """"Not very good"""", """"4"""" = """"Not at all good"""", """"99"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 99=9999  [0/1],cora-efc2003-E-2003-2_F1.dta,Environics
cora-efc1992-E-1992-1_F1.dta,env_econ_021,q68,Canada-US common currency,"Do you think it would be a very good, somewhat good, not very good, or not at all a good idea for Canada and the United States to have a common currency - the same dollar?","""""1"""" = """"very good"""", """"2"""" = """"somewhat good"""", """"3"""" = """"not very good"""", """"4"""" = """"not at all good"""", """"5"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 99=9999  [0/1],cora-efc1992-E-1992-1_F1.dta,Environics
cora-efc1999-E-1999-2_F1.dta,env_econ_021,q11,Canada-US common currency,"Do you think it would be a very good, somewhat good, not very good, or not at all a good idea for Canada and the United States to have a common currency - the same dollar?","""""1"""" = """"Very good"""", """"2"""" = """"Somewhat good"""", """"3"""" = """"Not very good"""", """"4"""" = """"Not at all good"""", """"5"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 99=9999  [0/1],cora-efc1999-E-1999-2_F1.dta,Environics
cora-efc2001-E-2001-4_F1.dta,env_econ_021,q33,Canada-US common currency,"Do you think it would be a very good, somewhat good, not very good, or not at all a good idea for Canada and the United States to have a common currency - the same dollar?","""""1"""" = """"Very good"""", """"2"""" = """"Somewhat good"""", """"3"""" = """"Not very good"""", """"4"""" = """"Not at all good""""",1=1; 2=1; 3=0; 4=0; 5=9999; 99=9999  [0/1],cora-efc2001-E-2001-4_F1.dta,Environics
cora-efc2003-E-2003-2_F1.dta,env_econ_021,q28,Canada-US common currency,"Do you think it would be a very good, somewhat good, not very good, or not at all a good idea for Canada and the United States to have a common currency - the same dollar?","""""1"""" = """"Very good"""", """"2"""" = """"Somewhat good"""", """"3"""" = """"Not very good"""", """"4"""" = """"Not at all good"""", """"99"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 99=9999  [0/1],cora-efc2003-E-2003-2_F1.dta,Environics
cora-efc1982-E-1982-3_F1.dta,env_econ_023,q19n1,Computers cause job losses,Increasing the use of computers and word processors will cause many people to lose their jobs,"""""1"""" = """"Agree strongly"""", """"2"""" = """"Agree somewhat"""", """"3"""" = """"Disagree somewhat"""", """"4"""" = """"Disagree strongly"""", """"9"""" = """"Don't know""""",1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1982-E-1982-3_F1.dta,Environics
cora-efc1983-E-1983-3_F1.dta,env_econ_023,q47n1,Computers cause job losses,Increasing the use of computers and word processors will cause many people to lose their jobs,"""""1"""" = """"Agree strongly"""", """"2"""" = """"Agree somewhat"""", """"3"""" = """"Disagree somewhat"""", """"4"""" = """"Disagree strongly"""", """"9"""" = """"Don't know""""",1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1983-E-1983-3_F1.dta,Environics
cora-efc1984-E-1984-3_F1.dta,env_econ_023,q23n1,Computers cause job losses,Increasing the use of computers and word processors will cause many people to lose their jobs,"""""1"""" = """"agree strongly"""", """"2"""" = """"agree somewhat"""", """"3"""" = """"disagree somewhat"""", """"4"""" = """"disagree strongly"""", """"9"""" = """"DK""""",1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1984-E-1984-3_F1.dta,Environics
cora-efc2009-E-2009-2_F1.dta,env_econ_024,Q10a,Concern: privacy/personal info,Please tell me how much you agree or disagree with each of the following statements: I am very concerned about my privacy and what is being done with my personal information,"""""1"""" = """"1 - Strongly disagree"""", """"2"""" = """"2 -"""", """"3"""" = """"3 -"""", """"4"""" = """"4 -"""", """"5"""" = """"5 -"""", """"6"""" = """"6 -"""", """"7"""" = """"7 - Strongly agree"""", """"99"""" = """"DK/NA""""",1=0; 2=9999; 3=9999; 4=9999; 5=9999; 6=9999; 7=1; 99=9999  [0/1],cora-efc2009-E-2009-2_F1.dta,Environics
cora-efc1978-E-1978-5_F1.dta,env_econ_025,q16,Confid: business leaders,"How about Canada's business leaders. Would you say you have a great deal of confidence in their ability to make real contributions to our society, a fair amount of confidence, or not much confidence?","""""0"""" = """"refuse"""", """"1"""" = """"great confidence"""", """"2"""" = """"fair confidence"""", """"3"""" = """"not much confidence"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1978-E-1978-5_F1.dta,Environics
cora-efc1979-E-1979-5_F1.dta,env_econ_025,q27,Confid: business leaders,"How about Canada's business leaders. Would you say you have a great deal of confidence in their ability to make real contributions to our society, a fair amount of confidence, or not much confidence?","""""0"""" = """"refuse"""", """"1"""" = """"Great confidence"""", """"2"""" = """"Fair confidence"""", """"3"""" = """"Not much confidence"""", """"4"""" = """"No confidence at all"""", """"9"""" = """"Don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1979-E-1979-5_F1.dta,Environics
cora-efc1996-E-1996-2_F1.dta,env_econ_026,q29,Corp profits good or bad,"When you hear stories today about some corporations making large profits, is this, in your opinion, a good thing, a bad thing or neither good nor bad?","""""1"""" = """"Good"""", """"2"""" = """"Bad"""", """"3"""" = """"Neither good not bad"""", """"4"""" = """"DK/NA""""",1=1; 2=-1; 3=9999; 4=0; 9=9999; 99=9999  [-1/0/1],cora-efc1996-E-1996-2_F1.dta,Environics
cora-efc2006-E-2006-4_F1.dta,env_econ_026,q14,Corp profits good or bad,"When you hear stories today about some corporations making large profits, is this, in your opinion, a good thing, a bad thing or neither good nor bad?","""""1"""" = """"A good thing"""", """"2"""" = """"A bad thing"""", """"3"""" = """"Neither good nor bad"""", """"4"""" = """"Depends"""", """"9"""" = """"DK/NA""""",1=1; 2=-1; 3=9999; 4=0; 9=9999; 99=9999  [-1/0/1],cora-efc2006-E-2006-4_F1.dta,Environics
cora-efc2011-E-2011_F1.dta,env_econ_026,Q17,Corp profits good or bad,"When you hear stories today about some corporations making large profits, is this, in your opinion, a good thing, a bad thing or neither good nor bad?","""""1"""" = """"A good thing"""", """"2"""" = """"A bad thing"""", """"3"""" = """"Neither good nor bad"""", """"4"""" = """"Depends"""", """"99"""" = """"DK/NA""""",1=1; 2=-1; 3=9999; 4=0; 9=9999; 99=9999  [-1/0/1],cora-efc2011-E-2011_F1.dta,Environics
cora-efc1979-E-1979-1_F1.dta,env_econ_027,q5h,Corps create shortages for price,"Now, some opinions about large companies. Please tell me whether you agree strongly, agree somewhat, disagree somewhat or disagree strongly with each of the following statement: Shortages of certain commodities such as gasoline are deliberately created by industries in order to raise prices.","""""0"""" = """"no response"""", """"1"""" = """"agree strongly"""", """"2"""" = """"agree somewhat"""", """"3"""" = """"disagree somewhat"""", """"4"""" = """"disagree strongly"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],cora-efc1979-E-1979-1_F1.dta,Environics
cora-efc1980-E-1980-4_F1.dta,env_econ_028,q11n1,Corps invest in poorer areas,Agree/disagree: Canadian corporations should invest more in the poorer areas of Canada,"""""0"""" = """"no response"""", """"1"""" = """"agree strongly"""", """"2"""" = """"agree somewhat"""", """"3"""" = """"disagree somewhat"""", """"4"""" = """"disagree strongly"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1980-E-1980-4_F1.dta,Environics
cora-efc1982-E-1982-2_F1.dta,env_econ_028,q10n1,Corps invest in poorer areas,Agree/disagree: Canadian corporations should invest more in the poorer areas of Canada,"""""0"""" = """"no response"""", """"1"""" = """"Agree strongly"""", """"2"""" = """"Agree somewhat"""", """"3"""" = """"Disagree somewhat"""", """"4"""" = """"Disagree strongly"""", """"9"""" = """"Don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1982-E-1982-2_F1.dta,Environics
cora-efc1983-E-1983-3_F1.dta,env_econ_028,q10n1,Corps invest in poorer areas,Agree/disagree: Canadian corporations should invest more in the poorer areas of Canada,"""""1"""" = """"Agree strongly"""", """"2"""" = """"Agree somewhat"""", """"3"""" = """"Disagree somewhat"""", """"4"""" = """"Disagree strongly"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1983-E-1983-3_F1.dta,Environics
cora-efc1992-E-1992-2_F1.dta,env_econ_028,q77a,Corps invest in poorer areas,Agree/disagree: Canadian corporations should invest more in the poorer areas of Canada,"""""1"""" = """"agree strongly"""", """"2"""" = """"agree somewhat"""", """"3"""" = """"disagree somewhat"""", """"4"""" = """"disagree strongly"""", """"5"""" = """"DK/NA""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1992-E-1992-2_F1.dta,Environics
cora-efc1996-E-1996-2_F1.dta,env_econ_028,q31a,Corps invest in poorer areas,Agree/disagree: Canadian corporations should invest more in the poorer areas of Canada,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"5"""" = """"DK/NA""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1996-E-1996-2_F1.dta,Environics
cora-efc1979-E-1979-1_F1.dta,env_econ_029,q5g,Corps resp for creating jobs,"Now, some opinions about large companies. Please tell me whether you agree strongly, agree somewhat, disagree somewhat or disagree strongly with each of the following statement: Corporations should have the primary responsibility for creating jobs.","""""0"""" = """"no response"""", """"1"""" = """"agree strongly"""", """"2"""" = """"agree somewhat"""", """"3"""" = """"disagree somewhat"""", """"4"""" = """"disagree strongly"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1979-E-1979-1_F1.dta,Environics
cora-efc1987-E-1987-3_F1.dta,env_econ_029,q16b,Corps resp for creating jobs,"Now, some opinions about large companies. Please tell me whether you agree strongly, agree somewhat, disagree somewhat or disagree strongly with each of the following statement: Corporations should have the primary responsibility for creating jobs.","""""1"""" = """"strongly agree"""", """"2"""" = """"somewhat agree"""", """"3"""" = """"somewhat disagree"""", """"4"""" = """"strongly disagree"""", """"5"""" = """"dk/na""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1987-E-1987-3_F1.dta,Environics
cora-efc1980-E-1980-4_F1.dta,env_econ_030,q11n3,Corps should create more jobs,Agree/disagree: Canadian corporations should be doing more to create new jobs,"""""0"""" = """"no response"""", """"1"""" = """"agree strongly"""", """"2"""" = """"agree somewhat"""", """"3"""" = """"disagree somewhat"""", """"4"""" = """"disagree strongly"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1980-E-1980-4_F1.dta,Environics
cora-efc1982-E-1982-2_F1.dta,env_econ_030,q10n3,Corps should create more jobs,Agree/disagree: Canadian corporations should be doing more to create new jobs,"""""0"""" = """"no response"""", """"1"""" = """"Agree strongly"""", """"2"""" = """"Agree somewhat"""", """"3"""" = """"Disagree somewhat"""", """"4"""" = """"Disagree strongly"""", """"9"""" = """"Don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1982-E-1982-2_F1.dta,Environics
cora-efc1983-E-1983-3_F1.dta,env_econ_030,q10n3,Corps should create more jobs,Agree/disagree: Canadian corporations should be doing more to create new jobs,"""""1"""" = """"Agree strongly"""", """"2"""" = """"Agree somewhat"""", """"3"""" = """"Disagree somewhat"""", """"4"""" = """"Disagree strongly"""", """"9"""" = """"don't know""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1983-E-1983-3_F1.dta,Environics
cora-efc1996-E-1996-2_F1.dta,env_econ_030,q31c,Corps should create more jobs,Agree/disagree: Canadian corporations should be doing more to create new jobs,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"5"""" = """"DK/NA""""",0=9999; 1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999  [0/1],cora-efc1996-E-1996-2_F1.dta,Environics
cora-efc1989-E-1989-2_F1.dta,env_econ_031,q81a,Cut Via Rail subsidies,Do you support cutting Via Rail subsidies?,"""""1"""" = """"do support"""", """"2"""" = """"do not support"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1989-E-1989-2_F1.dta,Environics
cora-efc1989-E-1989-4_F1.dta,env_econ_031,q47a,Cut Via Rail subsidies,Do you support cutting Via Rail subsidies?,"""""1"""" = """"support"""", """"2"""" = """"do not support"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1989-E-1989-4_F1.dta,Environics
cora-efc1990-E-1990-4_F1.dta,env_econ_031,q18a,Cut Via Rail subsidies,Do you support cutting Via Rail subsidies?,"""""1"""" = """"do support"""", """"2"""" = """"do not support"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1990-E-1990-4_F1.dta,Environics
cora-efc1991-E-1991-4_F1.dta,env_econ_031,q35a,Cut Via Rail subsidies,Do you support cutting Via Rail subsidies?,"""""1"""" = """"do support"""", """"2"""" = """"do not support"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1991-E-1991-4_F1.dta,Environics
cora-efc1992-E-1992-4_F1.dta,env_econ_031,q63a,Cut Via Rail subsidies,Do you support cutting Via Rail subsidies?,"""""1"""" = """"do support"""", """"2"""" = """"do not support"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1992-E-1992-4_F1.dta,Environics
cora-efc1993-E-1993-4_F1.dta,env_econ_031,q31a,Cut Via Rail subsidies,Do you support cutting Via Rail subsidies?,"""""1"""" = """"Do support"""", """"2"""" = """"Do not support"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1993-E-1993-4_F1.dta,Environics
cora-efc1994-E-1994-4_F1.dta,env_econ_031,q17a,Cut Via Rail subsidies,Do you support cutting Via Rail subsidies?,"""""1"""" = """"Do support"""", """"2"""" = """"Do not support"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999  [0/1],cora-efc1994-E-1994-4_F1.dta,Environics
