survey_id,issue_question_id,original_question_id,issue_label,question_wording,question_coding,question_recoded,survey_id_main,source
bridge_clean.csv,bri_econ_001,addt_econ_02,Free trade US good for econ,"Overall, free trade with the U.S. has been good for the Canadian economy.","""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"9999"""" = """"Don't know""""",,bridge_clean.csv,2026 Bridge Survey
cora-efc1986-E-1986-4_F1.dta,bri_econ_002,q35a,Reduce rich-poor gap,Agree/disagree: The government should reduce the income gap between the rich and the poor,"""""1"""" = """"strongly agree"""", """"2"""" = """"somewhat agree"""", """"3"""" = """"somewhat disagree"""", """"4"""" = """"strongly disagree"""", """"9"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999; 99=9999  [0/1],cora-efc1986-E-1986-4_F1.dta,Environics
cora-efc1990-E-1990-4_F1.dta,bri_econ_002,q14,Reduce rich-poor gap,Agree/disagree: The government should reduce the income gap between the rich and the poor,"""""1"""" = """"strongly agree"""", """"2"""" = """"somewhat agree"""", """"3"""" = """"somewhat disagree"""", """"4"""" = """"strongly disagree"""", """"5"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999; 99=9999  [0/1],cora-efc1990-E-1990-4_F1.dta,Environics
cora-efc1991-E-1991-4_F1.dta,bri_econ_002,q69a,Reduce rich-poor gap,Agree/disagree: The government should reduce the income gap between the rich and the poor,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"5"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999; 99=9999  [0/1],cora-efc1991-E-1991-4_F1.dta,Environics
cora-efc1994-E-1994-4_F1.dta,bri_econ_002,q9a,Reduce rich-poor gap,Agree/disagree: The government should reduce the income gap between the rich and the poor,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"5"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999; 99=9999  [0/1],cora-efc1994-E-1994-4_F1.dta,Environics
cora-efc1998-E-1998-4_F1.dta,bri_econ_002,q7,Reduce rich-poor gap,Agree/disagree: The government should reduce the income gap between the rich and the poor,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"5"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999; 99=9999  [0/1],cora-efc1998-E-1998-4_F1.dta,Environics
cora-efc2006-E-2006-3_F1.dta,bri_econ_002,q11,Reduce rich-poor gap,Agree/disagree: The government should reduce the income gap between the rich and the poor,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"9"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999; 99=9999  [0/1],cora-efc2006-E-2006-3_F1.dta,Environics
cora-efc2008-E-2008-3_F1.dta,bri_econ_002,q10,Reduce rich-poor gap,Agree/disagree: The government should reduce the income gap between the rich and the poor,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"99"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999; 99=9999  [0/1],cora-efc2008-E-2008-3_F1.dta,Environics
cora-efc2010-E-2010_F1.dta,bri_econ_002,q12,Reduce rich-poor gap,Agree/disagree: The government should reduce the income gap between the rich and the poor,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"99"""" = """"DK/NA""""",1=1; 2=1; 3=0; 4=0; 5=9999; 9=9999; 99=9999  [0/1],cora-efc2010-E-2010_F1.dta,Environics
2000.dta,bri_econ_002,cpsc13,Reduce rich-poor gap,How much should be done to reduce the gap between the rich and the poor in Canada?,"""""1"""" = """"much more"""", """"2"""" = """"somewhat more"""", """"3"""" = """"about the same as now"""", """"4"""" = """"somewhat less"""", """"5"""" = """"much less"""", """"8"""" = """"don't know"""", """"9"""" = """"refused""""",1=1; 2=1; 3=0; 4=-1; 5=-1; 8=99; 9=NA  [-1/0/1],2000.dta,Canadian Election Study
2004-2006-2008.dta,bri_econ_002,ces04_cps_f6,Reduce rich-poor gap,How much should be done to reduce the gap between the rich and the poor in Canada?,"""""1"""" = """"much more"""", """"2"""" = """"somewhat more"""", """"3"""" = """"about the same as now"""", """"4"""" = """"somewhat less"""", """"5"""" = """"much less"""", """"8"""" = """"don't know"""", """"9"""" = """"refused""""",1=1; 2=1; 3=0; 4=-1; 5=-1; 8=99; 9=NA  [-1/0/1],2004.dta,Canadian Election Study
2004-2006-2008.dta,bri_econ_002,ces06_cps_f6,Reduce rich-poor gap,How much should be done to reduce the gap between the rich and the poor in Canada?,"""""1"""" = """"much more"""", """"2"""" = """"somewhat more"""", """"3"""" = """"about the same as now"""", """"4"""" = """"somewhat less"""", """"5"""" = """"much less"""", """"8"""" = """"don't know"""", """"9"""" = """"refused""""",1=1; 2=1; 3=0; 4=-1; 5=-1; 8=99; 9=NA  [-1/0/1],2006.dta,Canadian Election Study
2004-2006-2008.dta,bri_econ_002,ces08_pes_f6,Reduce rich-poor gap,How much should be done to reduce the gap between the rich and the poor in Canada?,"""""1"""" = """"much more"""", """"2"""" = """"somewhat more"""", """"3"""" = """"about the same as now"""", """"4"""" = """"somewhat less"""", """"5"""" = """"much less"""", """"8"""" = """"don't know"""", """"9"""" = """"refused""""",1=1; 2=1; 3=0; 4=-1; 5=-1; 8=99; 9=NA  [-1/0/1],2008.dta,Canadian Election Study
2011.dta,bri_econ_002,PES11_41,Reduce rich-poor gap,How much should be done to reduce the gap between the rich and the poor in Canada?,"""""1"""" = """"Much more"""", """"2"""" = """"Somewhat more"""", """"3"""" = """"About the same as now"""", """"4"""" = """"Somewhat less"""", """"5"""" = """"Much less"""", """"7"""" = """"R volunteers: Everyone should be treated the same"""", """"8"""" = """"Don't know"""", """"9"""" = """"Refused""""",1:2=1; 3=0; 4:5=-1; 7=99; 8=99; 9=NA  [-1/0/1],2011.dta,Canadian Election Study
2015.dta,bri_econ_002,p_gap,Reduce rich-poor gap,How much should be done to reduce the gap between the rich and the poor in Canada?,"""""1"""" = """"Much more"""", """"2"""" = """"Somewhat more"""", """"3"""" = """"About the same as now"""", """"4"""" = """"Somewhat less"""", """"5"""" = """"Much less"""", """"7"""" = """"R volunteers everyone should be treated the same"""", """"8"""" = """"Don't know"""", """"9"""" = """"Refused""""",1:2=1; 3=0; 4:5=-1; 7=99; 8=99; 9=NA; 1000=NA  [-1/0/1],2015.dta,Canadian Election Study
2019.dta,bri_econ_002,pes19_gap,Reduce rich-poor gap,How much should be done to reduce the gap between the rich and the poor in Canada?,"""""1"""" = """"Much more"""", """"2"""" = """"Somewhat more"""", """"3"""" = """"About the same as now"""", """"4"""" = """"Somewhat less"""", """"5"""" = """"Much less"""", """"6"""" = """"Don't know/ Prefer not to answer""""",1:2=1; 3=0; 4:5=-1; 6=99  [-1/0/1],2019.dta,Canadian Election Study
2021.dta,bri_econ_002,pes21_gap,Reduce rich-poor gap,How much should be done to reduce the gap between the rich and the poor in Canada?,"""""1"""" = """"Much more"""", """"2"""" = """"Somewhat more"""", """"3"""" = """"About the same as now"""", """"4"""" = """"Somewhat less"""", """"5"""" = """"Much less"""", """"6"""" = """"Don't know/ Prefer not to answer""""",1:2=1; 3=0; 4:5=-1; 6=99  [-1/0/1],2021.dta,Canadian Election Study
bridge_clean.csv,bri_econ_002,core_econ_02,Reduce rich-poor gap,How much should be done to reduce the gap between the rich and the poor in Canada?,"""""1"""" = """"Much more"""", """"2"""" = """"Somewhat more"""", """"3"""" = """"About the same as now"""", """"4"""" = """"Somewhat less"""", """"5"""" = """"Much less"""", """"9999"""" = """"Don't know""""",,bridge_clean.csv,2026 Bridge Survey
cora-efc1986-E-1986-1_F1.dta,bri_econ_003,q9,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"fair"""", """"2"""" = """"unfair"""", """"9"""" = """"don't know""""",0=NaN; 1=0; 2=1; 3=9999; 9=9999  [0=fair go to q63/1=unfair go to q62],cora-efc1986-E-1986-1_F1.dta,Environics
cora-efc1987-E-1987-2_F1.dta,bri_econ_003,q53,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"fair"""", """"2"""" = """"unfair"""", """"3"""" = """"dk/na""""",0=NaN; 1=0; 2=1; 3=9999; 9=9999  [0=fair go to q63/1=unfair go to q62],cora-efc1987-E-1987-2_F1.dta,Environics
cora-efc1988-E-1988-3_F1.dta,bri_econ_003,q77,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"Fair"""", """"2"""" = """"Unfair"""", """"3"""" = """"DK/NA""""",0=NaN; 1=0; 2=1; 3=9999; 9=9999  [0=fair go to q63/1=unfair go to q62],cora-efc1988-E-1988-3_F1.dta,Environics
cora-efc1989-E-1989-4_F1.dta,bri_econ_003,q54,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"Fair"""", """"2"""" = """"Unfair"""", """"3"""" = """"DK/NA""""",0=NaN; 1=0; 2=1; 3=9999; 9=9999  [0=fair go to q63/1=unfair go to q62],cora-efc1989-E-1989-4_F1.dta,Environics
cora-efc1990-E-1990-4_F1.dta,bri_econ_003,q27,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"fair"""", """"2"""" = """"unfair"""", """"3"""" = """"DK/NA""""",0=NaN; 1=0; 2=1; 3=9999; 9=9999  [0=fair go to q63/1=unfair go to q62],cora-efc1990-E-1990-4_F1.dta,Environics
cora-efc1991-E-1991-4_F1.dta,bri_econ_003,q43a,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"Fair"""", """"2"""" = """"Unfair"""", """"3"""" = """"Don't know/no answer""""",0=NaN; 1=0; 2=1; 3=9999; 9=9999  [0=fair go to q63/1=unfair go to q62],cora-efc1991-E-1991-4_F1.dta,Environics
cora-efc1992-E-1992-4_F1.dta,bri_econ_003,q70,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"fair"""", """"2"""" = """"unfair"""", """"3"""" = """"DK/NA""""",0=NaN; 1=0; 2=1; 3=9999; 9=9999  [0=fair go to q63/1=unfair go to q62],cora-efc1992-E-1992-4_F1.dta,Environics
cora-efc1993-E-1993-4_F1.dta,bri_econ_003,q37,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"Fair"""", """"2"""" = """"Unfair"""", """"3"""" = """"DK/NA""""",0=NaN; 1=0; 2=1; 3=9999; 9=9999  [0=fair go to q63/1=unfair go to q62],cora-efc1993-E-1993-4_F1.dta,Environics
cora-efc1994-E-1994-4_F1.dta,bri_econ_003,q27,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"Fair"""", """"2"""" = """"Unfair"""", """"3"""" = """"DK/NA""""",0=NaN; 1=0; 2=1; 3=9999; 9=9999  [0=fair go to q63/1=unfair go to q62],cora-efc1994-E-1994-4_F1.dta,Environics
cora-efc1995-E-1995-4_F1.dta,bri_econ_003,q61,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"Fair GO TO Q63"""", """"2"""" = """"Unfair GO TO Q62"""", """"3"""" = """"DK/NA GO TO Q63""""",0=NaN; 1=0; 2=1; 3=9999; 9=9999  [0=fair go to q63/1=unfair go to q62],cora-efc1995-E-1995-4_F1.dta,Environics
bridge_clean.csv,bri_econ_003,addt_econ_04,Income tax system fair/unfair,"In your opinion, is the current system of income taxation fair or unfair for the average taxpayer?","""""1"""" = """"Fair"""", """"2"""" = """"Unfair"""", """"9999"""" = """"Don't know""""",,bridge_clean.csv,2026 Bridge Survey
1993.dta,bri_econ_004,mbsb4,Ensure decent standard of living,The government should: See to it that everyone has a decent standard of living or leave people to get ahead on their own.,"""""1"""" = """"see everyone has"""", """"2"""" = """"getahead on own"""", """"8"""" = """"undecided""""",1=1; 2=0; 8=99  [0/1],1993.dta,Canadian Election Study
1997.dta,bri_econ_004,mbsb1,Ensure decent standard of living,The government should: See to it that everyone has a decent standard of living or leave people to get ahead on their own.,"""""1"""" = """"see everyone has"""", """"2"""" = """"getahead on own"""", """"8"""" = """"not sure""""",1=1; 2=0; 8=99  [0/1],1997.dta,Canadian Election Study
2000.dta,bri_econ_004,mbsb1,Ensure decent standard of living,The government should: See to it that everyone has a decent standard of living or leave people to get ahead on their own.,"""""1"""" = """"see to it that everyone has a decent standard of living"""", """"2"""" = """"leave people to get ahead on their own"""", """"8"""" = """"not sure/both (with & without qualification)""""",1=1; 2=0; 8=99; 9=NA  [0/1],2000.dta,Canadian Election Study
2004-2006-2008.dta,bri_econ_004,ces08_mbs_b1,Ensure decent standard of living,The government should: See to it that everyone has a decent standard of living or leave people to get ahead on their own.,"""""-9"""" = """"left blank"""", """"1"""" = """"see to it that everyone has a decent standard of living"""", """"2"""" = """"leave people to get ahead on their own"""", """"8"""" = """"not sure/both""""",-9=NA; 1=1; 2=0; 8=99  [0/1],2008.dta,Canadian Election Study
2004-2006-2008.dta,bri_econ_004,ces04_mbs_b1,Ensure decent standard of living,The government should: See to it that everyone has a decent standard of living or leave people to get ahead on their own.,"""""-9"""" = """"mbs: question not answered"""", """"1"""" = """"see to it that everyone has a decent standard of living"""", """"2"""" = """"leave people to get ahead on their own"""", """"8"""" = """"not sure/both""""",-9=NA; 1=1; 2=0; 8=99  [0/1],2004.dta,Canadian Election Study
2011.dta,bri_econ_004,MBS11_B3,Ensure decent standard of living,The government should: See to it that everyone has a decent standard of living or leave people to get ahead on their own.,"""""-9"""" = """"left blank"""", """"1"""" = """"See to it that everyone has a decent standard of living"""", """"2"""" = """"Leave people to get ahead on their own"""", """"8"""" = """"Not sure""""",-9=NA; 1=1; 2=0; 8=99  [0/1],2011.dta,Canadian Election Study
2019.dta,bri_econ_004,pes19_stdofliving,Ensure decent standard of living,The government should: See to it that everyone has a decent standard of living or leave people to get ahead on their own.,"""""1"""" = """"See to it that everyone has a decent standard of living"""", """"2"""" = """"Leave people to get ahead on their own"""", """"3"""" = """"Don't know/ Prefer not to answer""""",1=1; 2=0; 3=99  [0/1],2019.dta,Canadian Election Study
2021.dta,bri_econ_004,pes21_stdofliving,Ensure decent standard of living,The government should: See to it that everyone has a decent standard of living or leave people to get ahead on their own.,"""""1"""" = """"See to it that everyone has a decent standard of living"""", """"2"""" = """"Leave people to get ahead on their own"""", """"3"""" = """"Don't know/ Prefer not to answer""""",1=1; 2=0; 3=99  [0/1],2021.dta,Canadian Election Study
bridge_clean.csv,bri_econ_004,addt_econ_03,Ensure decent standard of living,The government should: See to it that everyone has a decent standard of living / Leave people to get ahead on their own,"""""1"""" = """"See to it that everyone has a decent standard of living"""", """"2"""" = """"Leave people to get ahead on their own"""", """"9999"""" = """"Don't know""""",,bridge_clean.csv,2026 Bridge Survey
bridge_clean.csv,bri_econ_005,core_econ_04,Cdn corps invest in Canada,Canadian corporations should have a substantial proportion of their investments in Canada even if they would make more money elsewhere.,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"9999"""" = """"Don't know""""",,bridge_clean.csv,2026 Bridge Survey
1993.dta,bri_econ_006,pese15,Private sector create jobs,The government should leave it ENTIRELY to the private sector to create jobs.,"""""1"""" = """"strongly agree"""", """"3"""" = """"somewhat agree"""", """"5"""" = """"somewhatdisagree"""", """"7"""" = """"stronglydisagree"""", """"8"""" = """"d.k."""", """"9"""" = """"refused""""",1=1; 3=1; 5=0; 7=0; 8=99; 9=NA  [0/1],1993.dta,Canadian Election Study
1997.dta,bri_econ_006,cpsf6,Private sector create jobs,The government should leave it ENTIRELY to the private sector to create jobs.,"""""1"""" = """"strongly agree"""", """"3"""" = """"somewhat agree"""", """"5"""" = """"somewhatdisagree"""", """"7"""" = """"stronglydisagree"""", """"8"""" = """"d.k."""", """"9"""" = """"refused""""",1=1; 3=1; 5=0; 7=0; 8=99; 9=NA  [0/1],1997.dta,Canadian Election Study
2000.dta,bri_econ_006,cpsf6,Private sector create jobs,The government should leave it ENTIRELY to the private sector to create jobs.,"""""1"""" = """"strongly agree"""", """"3"""" = """"somewhat agree"""", """"5"""" = """"somewhat disagree"""", """"7"""" = """"strongly disagree"""", """"8"""" = """"don't know"""", """"9"""" = """"refused""""",1=1; 3=1; 5=0; 7=0; 8=99; 9=NA; 1000=NA  [0/1],2000.dta,Canadian Election Study
2004-2006-2008.dta,bri_econ_006,ces04_cps_p11,Private sector create jobs,The government should leave it ENTIRELY to the private sector to create jobs.,"""""1"""" = """"strongly agree"""", """"3"""" = """"somewhat agree"""", """"5"""" = """"somewhat disagree"""", """"7"""" = """"strongly disagree"""", """"8"""" = """"don't know"""", """"9"""" = """"refused""""",1=1; 3=1; 5=0; 7=0; 8=99; 9=NA; 1000=NA  [0/1],2004.dta,Canadian Election Study
2004-2006-2008.dta,bri_econ_006,ces06_cps_i2,Private sector create jobs,The government should leave it ENTIRELY to the private sector to create jobs.,"""""1"""" = """"strongly agree"""", """"3"""" = """"somewhat agree"""", """"5"""" = """"somewhat disagree"""", """"7"""" = """"strongly disagree"""", """"8"""" = """"don't know"""", """"9"""" = """"refused""""",1=1; 3=1; 5=0; 7=0; 8=99; 9=NA; 1000=NA  [0/1],2006.dta,Canadian Election Study
2004-2006-2008.dta,bri_econ_006,ces08_pes_i2n,Private sector create jobs,The government should leave it ENTIRELY to the private sector to create jobs.,"""""1"""" = """"strongly agree"""", """"3"""" = """"somewhat agree"""", """"5"""" = """"somewhat disagree"""", """"7"""" = """"strongly disagree"""", """"8"""" = """"don't know"""", """"9"""" = """"refused""""",1=1; 3=1; 5=0; 7=0; 8=99; 9=NA; 1000=NA  [0/1],2008.dta,Canadian Election Study
2011.dta,bri_econ_006,PES11_22,Private sector create jobs,The government should leave it ENTIRELY to the private sector to create jobs.,"""""1"""" = """"Strongly agree"""", """"3"""" = """"Somewhat agree"""", """"5"""" = """"Somewhat disagree"""", """"7"""" = """"Strongly disagree"""", """"8"""" = """"Don't know"""", """"9"""" = """"Refused""""",1:3=1; 5:7=0; 8=99; 9=NA; 1000=NA  [0/1],2011.dta,Canadian Election Study
2015.dta,bri_econ_006,p_iss_priv,Private sector create jobs,The government should leave it ENTIRELY to the private sector to create jobs.,"""""1"""" = """"Strongly agree"""", """"3"""" = """"Somewhat agree"""", """"5"""" = """"Somewhat disagree"""", """"7"""" = """"Strongly disagree"""", """"8"""" = """"Don't know"""", """"9"""" = """"Refused""""",1:3=1; 5:7=0; 8=99; 9=NA; 1000=NA  [0/1],2015.dta,Canadian Election Study
bridge_clean.csv,bri_econ_006,addt_econ_01,Private sector create jobs,The government should leave it entirely to the private sector to create jobs.,"""""1"""" = """"Strongly agree"""", """"2"""" = """"Somewhat agree"""", """"3"""" = """"Somewhat disagree"""", """"4"""" = """"Strongly disagree"""", """"9999"""" = """"Don't know""""",,bridge_clean.csv,2026 Bridge Survey
cora-efc1985-E-1985-3_F1.dta,bri_econ_007,q130n1,Govt handling economy properly,Approve/disapprove of federal government handling: The economy,"""""1"""" = """"approve"""", """"2"""" = """"disapprove"""", """"9"""" = """"DK/NA""""",1=1; 2=0; 3=9999; 9=9999  [0/1],cora-efc1985-E-1985-3_F1.dta,Environics
cora-efc1985-E-1985-5_F1.dta,bri_econ_007,q68n1,Govt handling economy properly,Approve/disapprove of federal government handling: The economy,"""""1"""" = """"approve"""", """"2"""" = """"disapprove"""", """"9"""" = """"DK/NA""""",1=1; 2=0; 3=9999; 9=9999  [0/1],cora-efc1985-E-1985-5_F1.dta,Environics
cora-efc1986-E-1986-2_F1.dta,bri_econ_007,q92a,Govt handling economy properly,Approve/disapprove of federal government handling: The economy,"""""1"""" = """"approve"""", """"2"""" = """"disapprove"""", """"9"""" = """"DK/NA""""",1=1; 2=0; 3=9999; 9=9999  [0/1],cora-efc1986-E-1986-2_F1.dta,Environics
cora-efc1986-E-1986-4_F1.dta,bri_econ_007,q113a,Govt handling economy properly,Approve/disapprove of federal government handling: The economy,"""""1"""" = """"approve"""", """"2"""" = """"disapprove"""", """"9"""" = """"DK/NA""""",1=1; 2=0; 3=9999; 9=9999  [0/1],cora-efc1986-E-1986-4_F1.dta,Environics
cora-efc1987-E-1987-2_F1.dta,bri_econ_007,q2a,Govt handling economy properly,Approve/disapprove of federal government handling: The economy,"""""1"""" = """"approve"""", """"2"""" = """"disapprove"""", """"3"""" = """"dk/na""""",1=1; 2=0; 3=9999; 9=9999  [0/1],cora-efc1987-E-1987-2_F1.dta,Environics
cora-efc1988-E-1988-1_F1.dta,bri_econ_007,q1a,Govt handling economy properly,Approve/disapprove of federal government handling: The economy,"""""1"""" = """"Approve"""", """"2"""" = """"Disapprove"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999; 9=9999  [0/1],cora-efc1988-E-1988-1_F1.dta,Environics
cora-efc1988-E-1988-3_F1.dta,bri_econ_007,q2a,Govt handling economy properly,Approve/disapprove of federal government handling: The economy,"""""1"""" = """"Approve"""", """"2"""" = """"Disapprove"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999; 9=9999  [0/1],cora-efc1988-E-1988-3_F1.dta,Environics
cora-efc1989-E-1989-3_F1.dta,bri_econ_007,q3a,Govt handling economy properly,Approve/disapprove of federal government handling: The economy,"""""1"""" = """"Approve"""", """"2"""" = """"Disapprove"""", """"3"""" = """"DK/NA""""",1=1; 2=0; 3=9999; 9=9999  [0/1],cora-efc1989-E-1989-3_F1.dta,Environics
cipo-007-2-E-1990-07_F1.sav,bri_econ_007,q12,Govt handling economy properly,Gov handling economic situation properly,"""""1"""" = """"ARE"""", """"2"""" = """"ARE NOT"""", """"11"""" = """"DONT KNOW"""", """"12"""" = """"NOT STATED"""", """"99"""" = """"BLANK""""",1=1; 2=0; 11=9999; 12=9999; 99=9999  [0/1],cipo-007-2-E-1990-07_F1.sav,Gallup
cipo-111-1-E-1991-11_F1.sav,bri_econ_007,q9b,Govt handling economy properly,Federal govt handling of econ. situation,"""""1"""" = """"HANDLING PROPERLY"""", """"2"""" = """"NOT HANDLING PROPER"""", """"3"""" = """"DONT KNOW"""", """"11"""" = """"NOT STATED""""",1=1; 2=0; 3=9999; 11=9999  [0/1],cipo-111-1-E-1991-11_F1.sav,Gallup
cipo-186-E-1984-05_F1.sav,bri_econ_007,q3,Govt handling economy properly,IS GOVT HANDLING ECONOMY PROPERLY,"""""1"""" = """"YES"""", """"2"""" = """"NO"""", """"3"""" = """"DON'T KNOW"""", """"4"""" = """"NOT STATED""""",1=1; 2=0; 3=9999; 4=9999  [0/1],cipo-186-E-1984-05_F1.sav,Gallup
cipo-360-E-1973-07_F1.sav,bri_econ_007,q3,Govt handling economy properly,IS GOVT HANDLING ECONOMY WELL,"""""0"""" = """"NOT STATED"""", """"1"""" = """"HANDLING PROPERLY"""", """"2"""" = """"ARE NOT"""", """"3"""" = """"DON'T KNOW""""",0=9999; 1=1; 2=0; 3=9999  [0/1],cipo-360-E-1973-07_F1.sav,Gallup
cipo-378-E-1975-07_F1.sav,bri_econ_007,q7,Govt handling economy properly,GOVT PROPERLY HANDLING ECONOMIC PROBS,"""""1"""" = """"YES"""", """"2"""" = """"NO"""", """"3"""" = """"DON'T KNOW""""",1=1; 2=0; 3=9999  [0/1],cipo-378-E-1975-07_F1.sav,Gallup
cipo-396-E-1977-01_F1.sav,bri_econ_007,q3,Govt handling economy properly,FEDERAL GOVT HANDLING OF ECONOMY,"""""1"""" = """"HANDLING PROPERLY"""", """"2"""" = """"NOT HANDLING PROPER."""", """"3"""" = """"DON'T KNOW"""", """"4"""" = """"NOT STATED""""",1=1; 2=0; 3=9999; 4=9999  [0/1],cipo-396-E-1977-01_F1.sav,Gallup
cipo-408-E-1978-01_F1.sav,bri_econ_007,q3,Govt handling economy properly,FED GOVT HANDLING ECONOMY PROPERLY,"""""1"""" = """"YES"""", """"2"""" = """"NO"""", """"3"""" = """"DON'T KNOW"""", """"4"""" = """"NOT STATED""""",1=1; 2=0; 3=9999; 4=9999  [0/1],cipo-408-E-1978-01_F1.sav,Gallup
cipo-420-E-1979-01_F1.sav,bri_econ_007,q3,Govt handling economy properly,GOVT HANDLING OF ECONOMY,"""""1"""" = """"HANDLING PROPERLY"""", """"2"""" = """"NOT PROPERLY HANDLED"""", """"3"""" = """"DON'T KNOW"""", """"4"""" = """"NOT STATED""""",1=1; 2=0; 3=9999; 4=9999  [0/1],cipo-420-E-1979-01_F1.sav,Gallup
cipo-439a-E-1980-06_F1.sav,bri_econ_007,q3,Govt handling economy properly,IS FED. GOV'T HANDLING ECONOMY PROPERLY,"""""1"""" = """"HANDLING PROPERLY"""", """"2"""" = """"NOT PROPERLY HANDLED"""", """"3"""" = """"DON'T KNOW"""", """"4"""" = """"NOT STATED""""",1=1; 2=0; 3=9999; 4=9999  [0/1],cipo-439a-E-1980-06_F1.sav,Gallup
cipo-455-1-E-1980-02_F1.sav,bri_econ_007,q10,Govt handling economy properly,FED GOVT HANDLING ECONOMY PROPERLY,"""""1"""" = """"YES PROPERLY"""", """"2"""" = """"NO NOT PROPERLY"""", """"3"""" = """"DON'T KNOW"""", """"4"""" = """"NOT STATED""""",1=1; 2=0; 3=9999; 4=9999  [0/1],cipo-455-1-E-1980-02_F1.sav,Gallup
cipo-467-1-E-1982-11_F1.sav,bri_econ_007,q9,Govt handling economy properly,IS FED. GOV'T HANDLING ECONOMY PROPERLY,"""""1"""" = """"HANDLING PROPERLY"""", """"2"""" = """"NOT PROPERLY HANDLED"""", """"3"""" = """"DON'T KNOW"""", """"4"""" = """"NOT STATED""""",1=1; 2=0; 3=9999; 4=9999  [0/1],cipo-467-1-E-1982-11_F1.sav,Gallup
cipo-498-2-E-1985-06_F1.sav,bri_econ_007,q3,Govt handling economy properly,IS GOVT. HANDLING THE ECONOMY PROPERLY,"""""1"""" = """"HANDLING PROPERLY"""", """"2"""" = """"NOT PROPERLY HANDLED"""", """"3"""" = """"DON'T KNOW"""", """"4"""" = """"NOT STATED""""",1=1; 2=0; 3=9999; 4=9999  [0/1],cipo-498-2-E-1985-06_F1.sav,Gallup
cipo-505-1-E-1986-01_F1.sav,bri_econ_007,q2,Govt handling economy properly,GOVT HANDLING ECONOMY PROPERLY,"""""1"""" = """"YES"""", """"2"""" = """"NO"""", """"3"""" = """"DON'T KNOW"""", """"4"""" = """"NOT STATED""""",1=1; 2=0; 3=9999; 4=9999  [0/1],cipo-505-1-E-1986-01_F1.sav,Gallup
cipo-517-1-E-1987-01_F1.sav,bri_econ_007,q12,Govt handling economy properly,FED GOVT HANDLING ECONOMIC SITUATION,"""""1"""" = """"YES"""", """"2"""" = """"NOT PROPERLY"""", """"3"""" = """"DONT KNOW""""",1=1; 2=0; 3=9999  [0/1],cipo-517-1-E-1987-01_F1.sav,Gallup
